,floor,url,price,title,community,location,community_c,community_loc,duration
1416,低层/6层,http://sh.lianjia.com/zufang/shz3340223.html,2200,联鑫坊，1室1厅，上门实拍，低楼层,联鑫坊,金桥,联鑫坊,"121.583169,31.284860",2427.0
606,低层/6层,http://sh.lianjia.com/zufang/shz3454324.html,4000,联鑫坊，放心好房，小户型，稀罕南北通,联鑫坊,金桥,联鑫坊,"121.583169,31.284860",2427.0
1371,低层/5层,http://sh.lianjia.com/zufang/shz3411451.html,4000,三林安居苑，有爱有家，温馨之家，低楼层,三林安居苑,三林,三林安居苑,"121.525975,31.145392",2430.0
1181,低层/6层,http://sh.lianjia.com/zufang/shz3411483.html,3500,三林安居苑，热门房源，一室小户型，低区出入方便,三林安居苑,三林,三林安居苑,"121.525975,31.145392",2430.0
1686,高层/6层,http://sh.lianjia.com/zufang/shz3447642.html,3300,民生四村，高区景观房，新出好房，毗邻地铁,民生四村,洋泾,民生四村,"121.543234,31.239845",2435.0
1266,中层/6层,http://sh.lianjia.com/zufang/shz3444751.html,3800,近地铁，1室1厅1卫，观望后悔莫及，好楼层,三林苑,三林,三林苑,"121.522620,31.144047",2437.0
477,低层/6层,http://sh.lianjia.com/zufang/shz3449916.html,3600,上门实拍，低区出入方便，紧邻地铁，吉宅出租,华东花苑,上海南站,华东花苑,"121.436810,31.147149",2437.0
306,中层/6层,http://sh.lianjia.com/zufang/shz3451219.html,3800,小户型，真实在租，毗邻地铁，抢鲜笋盘,华东花苑,上海南站,华东花苑,"121.436810,31.147149",2437.0
1368,低层/6层,http://sh.lianjia.com/zufang/shz3408849.html,2800,地铁直达，1室1厅1卫，错过不再有，上下楼方便,三林苑,三林,三林苑,"121.522620,31.144047",2437.0
713,高层/7层,http://sh.lianjia.com/zufang/shz3396884.html,4000,华东花苑，生活很便利，小户型，吉宅出租,华东花苑,上海南站,华东花苑,"121.436810,31.147149",2437.0
420,中层/6层,http://sh.lianjia.com/zufang/shz3433263.html,3000,有钥匙立即看，黄金楼层，小户型，新上房源,梅陇三村,华东理工,梅陇三村,"121.417286,31.135964",2439.0
948,中层/6层,http://sh.lianjia.com/zufang/shz3322580.html,3500,黄金楼层，小户型，地铁沿线，真实在租,梅陇三村,华东理工,梅陇三村,"121.417286,31.135964",2439.0
142,高层/6层,http://sh.lianjia.com/zufang/shz3381225.html,3700,链家好房，高区采光好，地铁直达，1室0厅,梅陇三村,华东理工,梅陇三村,"121.417286,31.135964",2439.0
346,高层/7层,http://sh.lianjia.com/zufang/shz2782128.html,3300,高区景观好，温馨之家，观望后悔莫及，交通便利,梅陇三村,华东理工,梅陇三村,"121.417286,31.135964",2439.0
1439,低层/6层,http://sh.lianjia.com/zufang/shz3378651.html,3800,临沂八村，低楼层，温馨之家，上门实勘,临沂八村,南码头,临沂八村,"121.516203,31.196503",2445.0
1342,低层/6层,http://sh.lianjia.com/zufang/shz3378651.html,3800,临沂八村，低楼层，温馨之家，上门实勘,临沂八村,南码头,临沂八村,"121.516203,31.196503",2445.0
1428,高层/6层,http://sh.lianjia.com/zufang/shz3364139.html,3800,临沂三村，1室1厅1卫，好房好心情，紧邻地铁,临沂三村,南码头,临沂三村,"121.508845,31.193706",2446.0
1722,中层/6层,http://sh.lianjia.com/zufang/shz3456540.html,3900,链家房源，新出房源，交通便利，好楼层,临沂三村,南码头,临沂三村,"121.508845,31.193706",2446.0
1318,低层/23层,http://sh.lianjia.com/zufang/shz3430978.html,4000,中环滨江大厦，一链倾城，1室1厅，低区出入方便,中环滨江大厦,金桥,中环滨江大厦,"121.571809,31.266392",2446.0
1338,中层/23层,http://sh.lianjia.com/zufang/shz3359525.html,4000,中环滨江大厦，有钥匙，一室小户型，错过不再有,中环滨江大厦,金桥,中环滨江大厦,"121.571809,31.266392",2446.0
1347,低层/6层,http://sh.lianjia.com/zufang/shz3385428.html,4000,上下楼方便，上门实拍，链家好房，交通方便,临沂三村,南码头,临沂三村,"121.508845,31.193706",2446.0
1799,中层/6层,http://sh.lianjia.com/zufang/shz3456540.html,3900,链家房源，新出房源，交通便利，好楼层,临沂三村,南码头,临沂三村,"121.508845,31.193706",2446.0
1424,高层/6层,http://sh.lianjia.com/zufang/shz3359841.html,4000,齐八小区，温馨之家，远离雾霾带，地铁沿线,齐八小区,世博,齐八小区,"121.513198,31.178692",2462.0
1903,高层/6层,http://sh.lianjia.com/zufang/shz3414607.html,3800,齐八小区，一室小户型，采光无遮挡，享受好房,齐八小区,世博,齐八小区,"121.513198,31.178692",2462.0
1917,高层/6层,http://sh.lianjia.com/zufang/shz3414607.html,3800,齐八小区，一室小户型，采光无遮挡，享受好房,齐八小区,世博,齐八小区,"121.513198,31.178692",2462.0
878,低层/6层,http://sh.lianjia.com/zufang/shz3421928.html,4000,长桥一村，温馨一室，享受好房，上门实拍,长桥一村,长桥,长桥一村,"121.437675,31.136758",2466.0
665,中层/6层,http://sh.lianjia.com/zufang/shz3445316.html,3000,上门实勘，抢鲜笋盘，一室小户型，空气清新,长桥一村,长桥,长桥一村,"121.437675,31.136758",2466.0
187,高层/5层,http://sh.lianjia.com/zufang/shz3384135.html,3800,1室1厅1卫，采光无敌好，上门实拍，真实在租,长桥一村,长桥,长桥一村,"121.437675,31.136758",2466.0
516,低层/10层,http://sh.lianjia.com/zufang/shz3384303.html,3200,温馨之家，低楼层，高清实拍，吉宅出租,长桥一村,长桥,长桥一村,"121.437675,31.136758",2466.0
517,低层/9层,http://sh.lianjia.com/zufang/shz3391624.html,3800,刚刚降价，低楼层，小户型，上门实拍,长桥一村,长桥,长桥一村,"121.437675,31.136758",2466.0
679,高层/6层,http://sh.lianjia.com/zufang/shz3406755.html,4000,错过不再有，上门实勘，温馨一室，新鲜好房,长桥一村,长桥,长桥一村,"121.437675,31.136758",2466.0
1116,中层/6层,http://sh.lianjia.com/zufang/shz3420609.html,3000,长桥一村，如您所见，温馨一室，光线充足,长桥一村,长桥,长桥一村,"121.437675,31.136758",2466.0
547,低层/10层,http://sh.lianjia.com/zufang/shz3371588.html,3500,低区出入方便，温馨一室，来电即看，上门实拍,长桥一村,长桥,长桥一村,"121.437675,31.136758",2466.0
184,中层/6层,http://sh.lianjia.com/zufang/shz3433775.html,4000,长桥一村，一链倾城，上门实拍，光线充足,长桥一村,长桥,长桥一村,"121.437675,31.136758",2466.0
671,中层/6层,http://sh.lianjia.com/zufang/shz3448915.html,3000,长桥一村，光线充足，温馨一室，上门实勘,长桥一村,长桥,长桥一村,"121.437675,31.136758",2466.0
759,中层/6层,http://sh.lianjia.com/zufang/shz3427723.html,4000,长桥一村，光线充足，业主降价，上门实拍,长桥一村,长桥,长桥一村,"121.437675,31.136758",2466.0
704,高层/6层,http://sh.lianjia.com/zufang/shz3422943.html,3200,长桥一村，高清实拍，小户型，链家好房,长桥一村,长桥,长桥一村,"121.437675,31.136758",2466.0
226,高层/5层,http://sh.lianjia.com/zufang/shz3425339.html,3500,长桥一村，错过不再有，远离雾霾带，有钥匙立即看,长桥一村,长桥,长桥一村,"121.437675,31.136758",2466.0
705,高层/5层,http://sh.lianjia.com/zufang/shz3425230.html,3000,长桥一村，高区景观好，新出好房，高清实拍,长桥一村,长桥,长桥一村,"121.437675,31.136758",2466.0
1238,中层/11层,http://sh.lianjia.com/zufang/shz3430970.html,2800,空气清新，新出好房，出行方便，稀缺南北通,爱法新城,金桥,爱法新城,"121.586142,31.277588",2475.0
2035,高层/6层,http://sh.lianjia.com/zufang/shz3393313.html,3800,享受好房，一室小户型，空气清新，刚刚降价,陈家宅小区,金桥,陈家宅小区,"121.515945,31.221389",2482.0
2086,中层/5层,http://sh.lianjia.com/zufang/shz3438115.html,2800,陈家宅小区，新鲜好房，享受好房，温馨一室,陈家宅小区,金桥,陈家宅小区,"121.515945,31.221389",2482.0
1623,高层/6层,http://sh.lianjia.com/zufang/shz3401143.html,3000,陈家宅小区，采光无敌好，链家好房，上门实勘,陈家宅小区,金桥,陈家宅小区,"121.515945,31.221389",2482.0
294,中层/6层,http://sh.lianjia.com/zufang/shz3442696.html,4000,随到随看，吉宅出租，业主新委托，降价出租,陈家宅小区,金桥,陈家宅小区,"121.515945,31.221389",2482.0
2130,中层/5层,http://sh.lianjia.com/zufang/shz3438115.html,2800,陈家宅小区，新鲜好房，享受好房，温馨一室,陈家宅小区,金桥,陈家宅小区,"121.515945,31.221389",2482.0
1513,高层/6层,http://sh.lianjia.com/zufang/shz3454361.html,3600,上门实勘，错过不再有，新鲜挂牌，远离雾霾带,陈家宅小区,金桥,陈家宅小区,"121.515945,31.221389",2482.0
484,高层/5层,http://sh.lianjia.com/zufang/shz3448508.html,3000,随到随看，温馨一室，上门实拍，有爱有家,陈家宅小区,金桥,陈家宅小区,"121.515945,31.221389",2482.0
826,高层/35层,http://sh.lianjia.com/zufang/shz3443844.html,2900,徐汇世家花园，小户型，吉宅出租，视野很好,徐汇世家花园,田林,徐汇世家花园,"121.418326,31.181418",2483.0
1179,中层/11层,http://sh.lianjia.com/zufang/shz3395010.html,4000,东旺名苑，真实在租，交通便利，上门实勘,东旺名苑,三林,东旺名苑,"121.503528,31.156933",2490.0
1872,中层/6层,http://sh.lianjia.com/zufang/shz3386422.html,4000,光线充足，地铁直达，错过不再有，1室1厅1卫,东旺名苑,三林,东旺名苑,"121.503528,31.156933",2490.0
381,中层/6层,http://sh.lianjia.com/zufang/shz3398787.html,3900,秀山路15弄，上门实拍，吉宅出租，温馨一室,秀山路15弄,徐家汇,秀山路15弄,"121.429588,31.194885",2494.0
347,中层/6层,http://sh.lianjia.com/zufang/shz3373446.html,4000,秀山路15弄，一室小户型，交通便利，吉宅出租,秀山路15弄,徐家汇,秀山路15弄,"121.429588,31.194885",2494.0
1389,高层/6层,http://sh.lianjia.com/zufang/shz3423781.html,3000,链家房源，地铁房，视野开阔，温馨一室,花木苑,花木,花木苑,"121.543365,31.210111",2499.0
335,低层/6层,http://sh.lianjia.com/zufang/shz3412060.html,2500,吉宅出租，上门实拍，低楼层，业主降价,花木苑,花木,花木苑,"121.543365,31.210111",2499.0
66,中层/7层,http://sh.lianjia.com/zufang/shz3458155.html,4000,乐山六七村，放心好房，高清实拍，新出房源,乐山六七村,徐家汇,乐山六七村,"121.430379,31.195676",2512.0
359,中层/7层,http://sh.lianjia.com/zufang/shz3428376.html,3800,乐山六七村，享受好房，生活很便利，上门实拍,乐山六七村,徐家汇,乐山六七村,"121.430379,31.195676",2512.0
194,中层/7层,http://sh.lianjia.com/zufang/shz3378000.html,4000,乐山六七村，紧邻地铁，人气房源，上门实拍,乐山六七村,徐家汇,乐山六七村,"121.430379,31.195676",2512.0
383,高层/6层,http://sh.lianjia.com/zufang/shz3431036.html,3200,凌云新村，温馨之家，观望后悔莫及，采光好,凌云新村,华东理工,凌云新村,"121.418078,31.141628",2515.0
981,高层/6层,http://sh.lianjia.com/zufang/shz3361421.html,4000,凌云新村，采光无遮挡，近地铁，1室1厅,凌云新村,华东理工,凌云新村,"121.418078,31.141628",2515.0
349,高层/6层,http://sh.lianjia.com/zufang/shz3388941.html,3800,凌云新村，地铁沿线，远离雾霾带，小户型,凌云新村,华东理工,凌云新村,"121.418078,31.141628",2515.0
190,高层/6层,http://sh.lianjia.com/zufang/shz3400178.html,3300,降价出租，近地铁，闹中取静，高清实拍,凌云新村,华东理工,凌云新村,"121.418078,31.141628",2515.0
238,高层/6层,http://sh.lianjia.com/zufang/shz3409322.html,4000,小户型，观望后悔莫及，抢鲜笋盘，高清实拍,凌云新村,华东理工,凌云新村,"121.418078,31.141628",2515.0
955,高层/6层,http://sh.lianjia.com/zufang/shz3361421.html,4000,凌云新村，采光无遮挡，近地铁，1室1厅,凌云新村,华东理工,凌云新村,"121.418078,31.141628",2515.0
273,高层/6层,http://sh.lianjia.com/zufang/shz3433492.html,3000,高区景观好，出行方便，链家房源，温馨一室,凌云新村,华东理工,凌云新村,"121.418078,31.141628",2515.0
267,高层/6层,http://sh.lianjia.com/zufang/shz3409322.html,4000,小户型，观望后悔莫及，抢鲜笋盘，高清实拍,凌云新村,华东理工,凌云新村,"121.418078,31.141628",2515.0
302,低层/6层,http://sh.lianjia.com/zufang/shz3446644.html,4000,凌云新村，新出房源，一室小户型，有爱有家,凌云新村,华东理工,凌云新村,"121.418078,31.141628",2515.0
14,高层/6层,http://sh.lianjia.com/zufang/shz3383027.html,3000,凌云新村，生活很便利，随到随看，一室小户型,凌云新村,华东理工,凌云新村,"121.418078,31.141628",2515.0
67,高层/6层,http://sh.lianjia.com/zufang/shz3447990.html,3700,地铁房，新鲜挂牌，放心好房，上门实勘,凌云新村,华东理工,凌云新村,"121.418078,31.141628",2515.0
716,高层/6层,http://sh.lianjia.com/zufang/shz3367358.html,3000,高区景观好，一室小户型，享受好房，高清实拍,长桥五村,长桥,长桥五村,"121.435628,31.135994",2518.0
714,高层/6层,http://sh.lianjia.com/zufang/shz3338216.html,3700,长桥五村，闹中取静，如您所见，1室1厅1卫,长桥五村,长桥,长桥五村,"121.435628,31.135994",2518.0
876,低层/6层,http://sh.lianjia.com/zufang/shz3415630.html,2900,长桥五村，上门实拍，抢鲜笋盘，1室1厅1卫,长桥五村,长桥,长桥五村,"121.435628,31.135994",2518.0
1020,低层/6层,http://sh.lianjia.com/zufang/shz3419470.html,2000,长桥五村，上下楼方便，新鲜好房，业主降价,长桥五村,长桥,长桥五村,"121.435628,31.135994",2518.0
909,中层/5层,http://sh.lianjia.com/zufang/shz3446533.html,3000,真实在租，上门实拍，空气清新，一室小户型,长桥二村,长桥,长桥二村,"121.441222,31.136581",2520.0
871,中层/5层,http://sh.lianjia.com/zufang/shz3446533.html,3000,真实在租，上门实拍，空气清新，一室小户型,长桥二村,长桥,长桥二村,"121.441222,31.136581",2520.0
555,低层/6层,http://sh.lianjia.com/zufang/shz3330244.html,3500,长桥二村，看房方便，一室小户型，上门实拍,长桥二村,长桥,长桥二村,"121.441222,31.136581",2520.0
1900,低层/18层,http://sh.lianjia.com/zufang/shz3412375.html,3500,交通便利，上下楼方便，小户型，南北通,陆家嘴中央公寓,杨东,陆家嘴中央公寓,"121.541024,31.214398",2521.0
1914,低层/18层,http://sh.lianjia.com/zufang/shz3412375.html,3500,交通便利，上下楼方便，小户型，南北通,陆家嘴中央公寓,杨东,陆家嘴中央公寓,"121.541024,31.214398",2521.0
1297,低层/6层,http://sh.lianjia.com/zufang/shz3448307.html,3800,伟业金锦苑三村，上下楼方便，地铁房，抢鲜笋盘,伟业金锦苑三村,金桥,伟业金锦苑三村,"121.585458,31.282313",2525.0
432,低层/6层,http://sh.lianjia.com/zufang/shz3451671.html,4000,汇成五村，如您所见，马上看房，新出房源,汇成五村,上海南站,汇成五村,"121.435486,31.142034",2528.0
1021,低层/6层,http://sh.lianjia.com/zufang/shz3435331.html,2000,汇成五村，上下楼方便，温馨之家，刚刚降价,汇成五村,上海南站,汇成五村,"121.435486,31.142034",2528.0
717,高层/6层,http://sh.lianjia.com/zufang/shz3380618.html,3500,汇成五村，链家好房，上门实拍，采光好,汇成五村,上海南站,汇成五村,"121.435486,31.142034",2528.0
1104,高层/6层,http://sh.lianjia.com/zufang/shz3423696.html,3600,汇成五村，闹中取静，享受好房，小户型,汇成五村,上海南站,汇成五村,"121.435486,31.142034",2528.0
784,中层/6层,http://sh.lianjia.com/zufang/shz3404860.html,4000,汇成五村，小户型，热门房源，一链倾城,汇成五村,上海南站,汇成五村,"121.435486,31.142034",2528.0
229,高层/6层,http://sh.lianjia.com/zufang/shz3455216.html,3200,汇成五村，高清实拍，温馨之家，高区阳光房,汇成五村,上海南站,汇成五村,"121.435486,31.142034",2528.0
903,中层/6层,http://sh.lianjia.com/zufang/shz3443749.html,4000,汇成五村，有爱有家，新鲜上架，空气清新,汇成五村,上海南站,汇成五村,"121.435486,31.142034",2528.0
753,高层/6层,http://sh.lianjia.com/zufang/shz3423251.html,3800,温馨之家，上门实拍，吉宅出租，远离雾霾带,汇成五村,上海南站,汇成五村,"121.435486,31.142034",2528.0
740,低层/6层,http://sh.lianjia.com/zufang/shz3398580.html,3500,汇成五村，放心好房，低区出入方便，上门实拍,汇成五村,上海南站,汇成五村,"121.435486,31.142034",2528.0
988,高层/6层,http://sh.lianjia.com/zufang/shz3360163.html,3400,汇成五村，真实在租，1室1厅，上门实拍,汇成五村,上海南站,汇成五村,"121.435486,31.142034",2528.0
879,中层/6层,http://sh.lianjia.com/zufang/shz3436940.html,3200,汇成五村，观望后悔莫及，上门实勘，新出好房,汇成五村,上海南站,汇成五村,"121.435486,31.142034",2528.0
1796,高层/7层,http://sh.lianjia.com/zufang/shz3455916.html,2600,博学家园，新上房源，吉宅出租，小户型,博学家园,三林,博学家园,"121.518804,31.156936",2529.0
1736,低层/11层,http://sh.lianjia.com/zufang/shz3440680.html,2900,业主新委托，1室0厅1卫，吉宅出租，低楼层,博学家园,三林,博学家园,"121.518804,31.156936",2529.0
1719,高层/7层,http://sh.lianjia.com/zufang/shz3455916.html,2600,博学家园，新上房源，吉宅出租，小户型,博学家园,三林,博学家园,"121.518804,31.156936",2529.0
794,高层/6层,http://sh.lianjia.com/zufang/shz3429658.html,4000,好房好心情，出行方便，采光无敌好，1室1厅,楼园小区,上海南站,楼园小区,"121.430798,31.144704",2529.0
1136,高层/6层,http://sh.lianjia.com/zufang/shz3392672.html,3700,联丰新苑，1室1厅1卫，出行方便，远离雾霾带,联丰新苑,三林,联丰新苑,"121.507175,31.154458",2529.0
99,高层/6层,http://sh.lianjia.com/zufang/shz3458409.html,3500,联丰新苑，有钥匙，1室0厅，吉宅出租,联丰新苑,三林,联丰新苑,"121.507175,31.154458",2529.0
1871,低层/6层,http://sh.lianjia.com/zufang/shz3384854.html,2700,博学家园，毗邻地铁，低楼层，好房好心情,博学家园,三林,博学家园,"121.518804,31.156936",2529.0
495,低层/13层,http://sh.lianjia.com/zufang/shz3368017.html,2800,上门实勘，链家好房，地铁直达，温馨之家,博学家园,三林,博学家园,"121.518804,31.156936",2529.0
8,低层/6层,http://sh.lianjia.com/zufang/shz3406980.html,3900,联丰新苑，上门实勘，交通方便，降价出租,联丰新苑,三林,联丰新苑,"121.507175,31.154458",2529.0
474,中层/6层,http://sh.lianjia.com/zufang/shz3446783.html,3800,金龙花苑牡丹园，交通方便，光线充足，链家好房,金龙花苑牡丹园,龙华,金龙花苑牡丹园,"121.455494,31.167473",2532.0
546,低层/6层,http://sh.lianjia.com/zufang/shz3339326.html,3500,陇南小区，小户型，一链倾城，上门实勘,陇南小区,华东理工,陇南小区,"121.422680,31.128836",2533.0
1062,高层/6层,http://sh.lianjia.com/zufang/shz3443917.html,3500,陇南小区，远离雾霾带，1室1厅，抢鲜笋盘,陇南小区,华东理工,陇南小区,"121.422680,31.128836",2533.0
317,高层/6层,http://sh.lianjia.com/zufang/shz3365589.html,3500,陇南小区，上门实拍，链家房源，高区采光好,陇南小区,华东理工,陇南小区,"121.422680,31.128836",2533.0
1102,中层/6层,http://sh.lianjia.com/zufang/shz3420177.html,3500,陇南小区，一室小户型，空气清新，链家房源,陇南小区,华东理工,陇南小区,"121.422680,31.128836",2533.0
902,高层/6层,http://sh.lianjia.com/zufang/shz3443506.html,3500,陇南小区，上门实拍，采光无遮挡，南北通透,陇南小区,华东理工,陇南小区,"121.422680,31.128836",2533.0
970,高层/18层,http://sh.lianjia.com/zufang/shz3405581.html,3800,金禾新苑，生活很便利，闹中取静，链家房源,金禾新苑,三林,金禾新苑,"121.528469,31.149323",2543.0
376,低层/18层,http://sh.lianjia.com/zufang/shz3417504.html,2500,金禾新苑，出行方便，上门实勘，温馨一室,金禾新苑,三林,金禾新苑,"121.528469,31.149323",2543.0
1933,中层/32层,http://sh.lianjia.com/zufang/shz3432607.html,3600,如您所见，黄金楼层，温馨之家，地铁沿线,盛第大厦,花木,盛第大厦,"121.549723,31.203211",2545.0
210,低层/32层,http://sh.lianjia.com/zufang/shz3431371.html,3500,小户型，如您所见，上门实拍，出行方便,盛第大厦,花木,盛第大厦,"121.549723,31.203211",2545.0
1680,低层/32层,http://sh.lianjia.com/zufang/shz3446430.html,3600,温馨之家，毗邻地铁，新出房源，链家房源,盛第大厦,花木,盛第大厦,"121.549723,31.203211",2545.0
81,低层/32层,http://sh.lianjia.com/zufang/shz3423383.html,3800,上门实勘，小户型，毗邻地铁，错过不再有,盛第大厦,花木,盛第大厦,"121.549723,31.203211",2545.0
1679,低层/32层,http://sh.lianjia.com/zufang/shz3446429.html,3500,一室小户型，出行方便，新出好房，链家好房,盛第大厦,花木,盛第大厦,"121.549723,31.203211",2545.0
1684,低层/32层,http://sh.lianjia.com/zufang/shz3447462.html,3800,盛第大厦，有爱有家，新上房源，小户型,盛第大厦,花木,盛第大厦,"121.549723,31.203211",2545.0
813,低层/32层,http://sh.lianjia.com/zufang/shz3437937.html,3600,上下楼方便，交通方便，实地看房，一链倾城,盛第大厦,花木,盛第大厦,"121.549723,31.203211",2545.0
134,高层/6层,http://sh.lianjia.com/zufang/shz3417753.html,2100,巨峰家苑，上门实拍，采光这边独好，1室0厅,巨峰家苑（公寓）,金桥,巨峰家苑,"121.602566,31.277261",2549.0
536,高层/6层,http://sh.lianjia.com/zufang/shz3445028.html,4000,业主新委托，高区阳光房，上门实拍，真实在租,巨西小区,洋泾,巨西小区,"121.545492,31.239670",2553.0
912,低层/6层,http://sh.lianjia.com/zufang/shz3380160.html,2280,丰三小区，低楼层，1室1厅，放心好房,丰三小区,龙华,丰三小区,"121.454469,31.166953",2571.0
1755,中层/14层,http://sh.lianjia.com/zufang/shz3431587.html,2000,地铁沿线，新鲜上架，空气清新，1室0厅,金橘新苑,三林,金橘新苑,"121.525047,31.150608",2575.0
1269,中层/6层,http://sh.lianjia.com/zufang/shz3446058.html,3000,浦三小区，新鲜上架，1室0厅，吉宅出租,浦三小区,金桥,浦三小区,"121.518927,31.188533",2581.0
1302,中层/6层,http://sh.lianjia.com/zufang/shz3457219.html,4000,浦三小区，如您所见，温馨一室，地铁直达,浦三小区,金桥,浦三小区,"121.518927,31.188533",2581.0
1811,中层/6层,http://sh.lianjia.com/zufang/shz3457559.html,3500,浦三小区，好楼层，链家好房，出行方便,浦三小区,金桥,浦三小区,"121.518927,31.188533",2581.0
19,低层/6层,http://sh.lianjia.com/zufang/shz3375142.html,3500,实地看房，上门实勘，低区出入方便，吉宅出租,浦三小区,金桥,浦三小区,"121.518927,31.188533",2581.0
438,中层/6层,http://sh.lianjia.com/zufang/shz3421965.html,2200,丰谷路315弄，温馨一室，空气清新，新上房源,丰谷路315弄,龙华,丰谷路315弄,"121.455726,31.166654",2582.0
116,高层/6层,http://sh.lianjia.com/zufang/shz3307979.html,3800,地铁直达，真实在租，视野开阔，上门实拍,丰谷路315弄,龙华,丰谷路315弄,"121.455726,31.166654",2582.0
313,高层/6层,http://sh.lianjia.com/zufang/shz3418148.html,3400,光华园，有爱有家，随时看房，采光无遮挡,光华园,上海南站,光华园,"121.432786,31.140389",2598.0
755,中层/6层,http://sh.lianjia.com/zufang/shz3352041.html,3800,光华园，如您所见，降价房源，空气清新,光华园,上海南站,光华园,"121.432786,31.140389",2598.0
910,中层/6层,http://sh.lianjia.com/zufang/shz3454197.html,3700,新出好房，吉宅出租，一室小户型，景观房,光华园,上海南站,光华园,"121.432786,31.140389",2598.0
1033,高层/6层,http://sh.lianjia.com/zufang/shz3432260.html,4000,光华园，1室1厅1卫，一链倾城，新出好房,光华园,上海南站,光华园,"121.432786,31.140389",2598.0
329,高层/6层,http://sh.lianjia.com/zufang/shz3383095.html,4000,有爱有家，地铁直达，1室1厅，高清实拍,昌五小区,世博,昌五小区,"121.517409,31.179174",2598.0
40,中层/6层,http://sh.lianjia.com/zufang/shz3409163.html,3600,昌五小区，景观房，有钥匙立即看，1室1厅1卫,昌五小区,世博,昌五小区,"121.517409,31.179174",2598.0
27,低层/6层,http://sh.lianjia.com/zufang/shz3387587.html,3800,田林十一村，享受好房，火爆热门，上门实勘,田林十一村,田林,田林十一村,"121.425934,31.171459",2600.0
25,高层/6层,http://sh.lianjia.com/zufang/shz3457088.html,3600,田林十一村，交通便利，温馨之家，上门实勘,田林十一村,田林,田林十一村,"121.425934,31.171459",2600.0
1445,高层/20层,http://sh.lianjia.com/zufang/shz1019425.html,4000,阳光城MODO自由区，如您所见，上门实勘，南北直通,阳光城MODO自由区,金桥,阳光城MODO自由区,"121.588864,31.300213",2603.0
1442,高层/20层,http://sh.lianjia.com/zufang/shz1019425.html,4000,阳光城MODO自由区，如您所见，上门实勘，南北直通,阳光城MODO自由区,金桥,阳光城MODO自由区,"121.588864,31.300213",2603.0
98,高层/6层,http://sh.lianjia.com/zufang/shz3446678.html,3500,1室0厅，新出好房，上门实拍，享受好房,昌七小区,世博,昌七小区,"121.516127,31.174951",2608.0
56,低层/6层,http://sh.lianjia.com/zufang/shz3306348.html,3600,链家房源，紧邻地铁，热门房源，业主刚降价,昌七小区,世博,昌七小区,"121.516127,31.174951",2608.0
692,低层/6层,http://sh.lianjia.com/zufang/shz3437347.html,3300,昌七小区，错过不再有，毗邻地铁，上门实拍,昌七小区,世博,昌七小区,"121.516127,31.174951",2608.0
578,低层/6层,http://sh.lianjia.com/zufang/shz3437347.html,3300,昌七小区，错过不再有，毗邻地铁，上门实拍,昌七小区,世博,昌七小区,"121.516127,31.174951",2608.0
1075,低层/6层,http://sh.lianjia.com/zufang/shz3408668.html,3300,汇成四村，小户型，上下楼方便，错过不再有,汇成四村,上海南站,汇成四村,"121.436062,31.143908",2609.0
661,低层/6层,http://sh.lianjia.com/zufang/shz3436097.html,3600,汇成四村，抢鲜笋盘，低楼层，上门实勘,汇成四村,上海南站,汇成四村,"121.436062,31.143908",2609.0
874,高层/6层,http://sh.lianjia.com/zufang/shz3413845.html,3400,汇成四村，上门实拍，高区阳光房，新鲜上架,汇成四村,上海南站,汇成四村,"121.436062,31.143908",2609.0
782,中层/6层,http://sh.lianjia.com/zufang/shz3348961.html,3200,热门房源，光线充足，放心好房，上门实拍,汇成四村,上海南站,汇成四村,"121.436062,31.143908",2609.0
687,中层/6层,http://sh.lianjia.com/zufang/shz3434092.html,3500,博一小区，吉宅出租，景观房，一室小户型,博一小区,金桥,博一小区,"121.584785,31.266458",2624.0
573,中层/6层,http://sh.lianjia.com/zufang/shz3434092.html,3500,博一小区，吉宅出租，景观房，一室小户型,博一小区,金桥,博一小区,"121.584785,31.266458",2624.0
1461,低层/6层,http://sh.lianjia.com/zufang/shz3419539.html,3600,博一小区，低区出入方便，地铁沿线，上门实勘,博一小区,金桥,博一小区,"121.584785,31.266458",2624.0
790,中层/6层,http://sh.lianjia.com/zufang/shz3419288.html,4000,机场新村，地铁沿线，空气清新，新鲜挂牌,机场新村（龙华）,龙华,机场新村,"121.450946,31.167035",2626.0
886,中层/6层,http://sh.lianjia.com/zufang/shz3332246.html,2000,吉利名苑，温馨之家，紧邻地铁，上门实拍,吉利名苑,三林,吉利名苑,"121.507744,31.159716",2630.0
1094,中层/6层,http://sh.lianjia.com/zufang/shz3332246.html,2000,吉利名苑，温馨之家，紧邻地铁，上门实拍,吉利名苑,三林,吉利名苑,"121.507744,31.159716",2630.0
471,低层/6层,http://sh.lianjia.com/zufang/shz3441672.html,3500,毗邻地铁，温馨一室，新出房源，上下楼方便,梅陇七村,华东理工,梅陇七村,"121.423958,31.139054",2631.0
626,中层/6层,http://sh.lianjia.com/zufang/shz3303556.html,3500,真实在租，黄金楼层，上门实勘，出行方便,梅陇七村,华东理工,梅陇七村,"121.423958,31.139054",2631.0
198,低层/6层,http://sh.lianjia.com/zufang/shz3379933.html,3500,梅陇七村，一室小户型，看房方便，交通方便,梅陇七村,华东理工,梅陇七村,"121.423958,31.139054",2631.0
